ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),Æò±ÕÃÖ°í±â¿Â(¡ÆC),Æò±ÕÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â ³ªÅ¸³­³¯(yyyymmdd),ÃÖÀú±â¿Â ³ªÅ¸³­³¯(yyyymmdd),Æò±Õ¼öÁõ±â¾Ð(hPa),ÃÖ°í¼öÁõ±â¾Ð(hPa),ÃÖÀú¼öÁõ±â¾Ð(hPa),ÃÖ°í¼öÁõ±â¾Ð ³ªÅ¸³­³¯(yyyymmdd),ÃÖÀú¼öÁõ±â¾Ð ³ªÅ¸³­³¯(yyyymmdd),Æò±ÕÀÌ½½Á¡¿Âµµ(¡ÆC),Æò±Õ»ó´ë½Àµµ(%),ÃÖ¼Ò»ó´ë½Àµµ(%),ÃÖ¼Ò»ó´ë½Àµµ ³ªÅ¸³­³¯(yyyymmdd),¿ùÇÕ°­¼ö·®(00~24h¸¸)(mm),ÀÏÃÖ´Ù°­¼ö·®(mm),1½Ã°£ÃÖ´Ù°­¼ö·®(mm),10ºÐÃÖ´Ù°­¼ö·®(mm),ÀÏÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),1½Ã°£ÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),10ºÐÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),Æò±ÕÇ³¼Ó(m/s),ÃÖ´ëÇ³¼Ó(m/s),ÃÖ´ë¼ø°£Ç³¼Ó(m/s),ÃÖ´ëÇ³¼Ó Ç³Çâ(16¹æÀ§),ÃÖ´ë¼ø°£Ç³¼Ó Ç³Çâ(16¹æÀ§),ÃÖ´ëÇ³¼Ó ³ªÅ¸³­³¯(yyyymmdd),ÃÖ´ë¼ø°£Ç³¼Ó ³ªÅ¸³­³¯(yyyymmdd),ÃÖ´ÙÇ³Çâ(16¹æÀ§),ÇÕ°è ÀÏÁ¶½Ã°£(hr),ÀÏÁ¶À²(%),ÇÕ°è ÀÏ»ç·®(MJ/m2),ÃÖ½ÉÀû¼³(cm),ÃÖ½É½ÅÀû¼³(cm),3½Ã°£½ÅÀû¼³ÇÕ(cm),ÃÖ½ÉÀû¼³ ³ªÅ¸³­³¯(yyyymmdd),ÃÖ½É½ÅÀû¼³ ³ªÅ¸³­³¯(yyyymmdd)
277,¿µ´ö,2018-09,20.1,24.7,16.2,29.5,10.5,20180903,20180925,18.5,28.6,7.7,20180903,20180930,16,79,30,20180923,140.5,37,12.5,4.5,20180921,20180904,20180903,2.3,8.3,13.8,360,20,20180927,20180927,20,149.8,40.17,,,,,,
277,¿µ´ö,2018-10,13.6,19.7,8.9,25.4,2.6,20181007,20181028,11,21.6,4.5,20181006,20181020,7.6,70,20,20181020,358.1,220.5,33,8.5,20181006,20181006,20181018,2.7,13.9,21.6,20,50,20181006,20181006,160,221.7,65.59,,,,,,
277,¿µ´ö,2018-11,9.2,15.5,4.1,21.6,-1.4,20181104,20181124,7.7,17.8,1.8,20181108,20181123,2,64,16,20181129,42.2,29,,,20181108,,,2.3,8,15.7,290,250,20181122,20181109,180,177.9,57.76,,,,,,
277,¿µ´ö,2018-12,2.9,7.9,-1.7,20.9,-10.1,20181203,20181228,4.3,17.2,.5,20181203,20181231,-8.2,49,5,20181231,19,13,,,20181204,,,2.7,8.6,16.5,290,290,20181229,20181208,270,177,58.65,,,,,,
277,¿µ´ö,2019-01,2.5,7.6,-1.8,12.8,-6,20190130,20190116,2.9,8.3,1,20190112,20190110,-11.3,39,9,20190124,9.5,9,,,20190112,,,2.8,9.4,16.5,320,320,20190128,20190128,270,207.5,69.24,,,,,,
277,¿µ´ö,2019-02,4.3,9.7,-.3,15.5,-4.6,20190224,20190201,4.3,12.9,1,20190203,20190211,-6.5,50,12,20190211,17.1,14.5,,,20190219,,,2.8,8.5,14,270,320,20190217,20190207,270,189.2,62.28,,,,,,
277,¿µ´ö,2019-03,8.7,14.8,3.1,23.7,-1.3,20190327,20190313,5.9,13.9,1.5,20190321,20190313,-1.4,54,10,20190309,18.6,6.5,,,20190310,,,3.1,8.8,16.5,290,290,20190325,20190313,270,236.2,63.7,,,,,,
277,¿µ´ö,2019-04,11.9,18.2,6.3,25.8,.5,20190417,20190403,8.2,21.7,1.7,20190424,20190401,2.7,59,9,20190416,103.5,29,9,2.5,20190410,20190409,20190424,3,11.5,17.1,20,270,20190425,20190404,180,221.8,56.37,,,,,,
277,¿µ´ö,2019-05,19.4,26.3,12.7,33.8,4.6,20190524,20190507,11.4,22.4,3.7,20190527,20190508,8.1,54,13,20190526,24.9,17.5,5,2,20190527,20190527,20190527,2.7,10.1,14.4,20,360,20190506,20190506,180,298.5,68.24,,,,,,
277,¿µ´ö,2019-06,20.4,26,15.9,34.3,11,20190604,20190613,17.8,29.7,8.3,20190627,20190601,15.4,76,23,20190603,242.2,78.5,12.5,4,20190607,20190615,20190615,2.2,10.2,15.7,20,20,20190621,20190621,20,219,49.92,,,,,,
277,¿µ´ö,2019-07,24.9,29.5,21.5,35.6,16.9,20190731,20190706,25,34.6,17.3,20190725,20190704,20.9,80,38,20190702,130.7,62,15.5,5,20190720,20190720,20190720,2.4,9.2,14.1,50,140,20190709,20190720,180,184.7,41.4,,,,,,
277,¿µ´ö,2019-08,26,31,22.4,35.8,18.9,20190804,20190826,26.4,36.3,16.1,20190804,20190830,21.8,79,33,20190818,152.6,72,35,10,20190806,20190806,20190806,2.3,8.7,13.9,20,20,20190806,20190806,180,238.8,56.9,,,,,,
277,¿µ´ö,2019-09,22,26.7,17.9,31.6,11.6,20190910,20190925,21.5,30.9,9.5,20190906,20190924,18.4,82,30,20190924,175,90.5,8.5,4,20190922,20190922,20190922,2.4,17.4,26.4,20,20,20190922,20190922,20,130.2,37.33,,,,,,
277,¿µ´ö,2019-10,16.4,22,11.9,26.6,5.8,20191004,20191028,14,26.6,5.9,20191003,20191030,11.3,75,28,20191009,455.5,289,50,18,20191002,20191002,20191002,3,14.2,20.9,20,360,20191012,20191012,20,182.3,52.13,,,,,,
277,¿µ´ö,2019-11,10.1,16.4,5.1,22.4,-1.4,20191101,20191121,8.6,16.9,1.5,20191118,20191114,3.7,68,15,20191114,105.2,33.5,,,20191128,,,2.4,10.1,18.2,20,360,20191125,20191125,180,176.9,57.44,,,,,,
277,¿µ´ö,2019-12,4.5,10,.2,17.3,-5.4,20191217,20191206,4.6,11.9,.9,20191217,20191213,-5.2,53,8,20191213,21.1,11.5,,,20191201,,,2.7,9,16.5,270,250,20191227,20191211,270,192.7,63.85,,,,,,
277,¿µ´ö,2020-01,4.2,8.8,.7,13.9,-5.7,20200108,20200101,5.2,13.3,1.4,20200107,20200101,-3.4,61,17,20200105,118.4,55.5,,,20200107,,,3.1,12.1,18.1,20,20,20200128,20200128,270,160.8,51.97,,,,,,
277,¿µ´ö,2020-02,4.7,10,.1,16.5,-6.6,20200214,20200206,5.3,12.1,1.1,20200216,20200205,-3.6,59,10,20200224,51.6,33.3,,,20200225,,,3.3,13.7,22.4,290,270,20200217,20200216,290,195.9,62.21,,,,,,
277,¿µ´ö,2020-03,8.4,14.4,2.7,23.2,-2,20200321,20200306,6.7,15.7,1.7,20200327,20200306,.3,61,10,20200306,14.3,10.9,,,20200310,,,3,13.9,24.4,290,290,20200319,20200319,180,227.1,61.11,,,,,,
277,¿µ´ö,2020-04,11.5,18.2,5.5,27,0,20200430,20200405,7.1,13.4,2.5,20200417,20200421,1.3,55,9,20200414,40,27.4,11.8,4.5,20200419,20200419,20200419,3.6,11.7,21.2,20,20,20200413,20200413,290,258.2,65.47,,,,,,
277,¿µ´ö,2020-05,17.2,22.3,12.4,30.9,5.7,20200501,20200521,13.3,19.1,4.9,20200531,20200514,10.8,71,18,20200514,56.1,33.6,6.8,1.9,20200509,20200509,20200509,2.5,11.4,17.8,50,290,20200504,20200510,180,242.7,55.41,,,,,,
277,¿µ´ö,2020-06,22.1,27.6,17.4,35.1,11.9,20200609,20200607,18.8,27.9,7.8,20200614,20200601,16.2,72,23,20200602,165.6,68.8,31.3,7.2,20200630,20200630,20200630,2.3,10.5,18.3,290,320,20200626,20200626,180,248.6,56.65,,,,,,
277,¿µ´ö,2020-07,21,24.8,18.3,31.3,14.1,20200731,20200716,22.1,29.8,15.8,20200720,20200702,19,90,46,20200702,507.5,124.2,44.4,11.2,20200723,20200724,20200724,2,8.5,14.4,50,50,20200713,20200713,50,97.5,21.88,,,,,,
277,¿µ´ö,2020-08,26.2,30.8,22.8,35.4,20.1,20200819,20200808,27.8,33,23.1,20200826,20200806,22.8,83,39,20200819,123.3,47.3,29.3,16.9,20200808,20200823,20200823,1.8,7.9,12.1,270,50,20200819,20200830,180,182.2,43.47,,,,,,
277,¿µ´ö,2020-09,19.6,24.4,16.1,28.8,10.9,20200903,20200929,18.8,31.9,11.8,20200902,20200920,16.3,83,37,20200920,205.7,77.1,31.4,8.3,20200907,20200903,20200903,2.9,14.8,31,140,200,20200907,20200903,20,159.9,42.97,,,,,,
277,¿µ´ö,2020-10,14.5,20.5,9.8,25.5,3.5,20201002,20201024,11.1,19.9,4.1,20201004,20201024,8,67,25,20201024,1.5,1.3,.8,.3,20201021,20201021,20201021,2.7,10.8,18.2,290,290,20201023,20201023,180,217.3,62.28,,,,,,
277,¿µ´ö,2020-11,10.1,15.2,5.5,23.2,-.9,20201119,20201130,7.3,21.4,2.1,20201119,20201104,.8,56,14,20201109,24.6,22.6,,,20201119,,,2.8,9.8,19.8,290,270,20201120,20201120,290,180.6,58.77,,,,,,
277,¿µ´ö,2020-12,2.6,7.4,-2.2,13.7,-12.6,20201228,20201231,3.4,7.9,.6,20201229,20201216,-9.1,44,11,20201216,.2,.2,,,20201229,,,3.2,13.2,25.5,290,290,20201230,20201230,290,207.8,68.9,,,,,,
277,¿µ´ö,2021-01,.6,5.8,-4.4,16.1,-14.6,20210115,20210108,3.7,10.2,.5,20210122,20210107,-9.7,50,13,20210120,8.1,4.8,,,20210123,,,3.2,13.9,23.4,290,290,20210107,20210107,290,196,63.27,,,,,,
277,¿µ´ö,2021-02,4.9,10.8,-1,23.9,-9.7,20210221,20210218,4.6,10.6,1.1,20210222,20210217,-5.7,50,15,20210202,8.4,5.7,,,20210201,,,3.2,13,23.8,290,320,20210215,20210215,270,204.2,67.1,,,,,,
277,¿µ´ö,2021-03,9.2,14.9,3.7,19.6,-3,20210311,20210303,7.3,16.1,2.6,20210328,20210324,1.8,65,12,20210324,73.9,35.8,,,20210301,,,2.8,11.4,18.4,50,20,20210306,20210301,180,182.2,49.07,,,,,,
277,¿µ´ö,2021-04,12.2,18.1,6.6,26.2,.4,20210420,20210410,8.9,16,3.8,20210413,20210417,4.8,65,16,20210417,68.6,27.6,6.2,2.8,20210403,20210409,20210409,3.2,11.7,18.8,20,320,20210404,20210430,180,218.6,55.44,,,,,,
277,¿µ´ö,2021-05,16.2,21.8,11.1,28.4,4.7,20210523,20210506,12.6,22,4.7,20210516,20210505,9.8,70,20,20210509,130.7,50.3,19.2,9.8,20210516,20210516,20210516,2.3,11.5,19.6,20,270,20210528,20210507,180,206.2,47.1,,,,,,
277,¿µ´ö,2021-06,20.4,25.1,16.3,30.8,13.5,20210607,20210604,19.2,25.3,9.2,20210613,20210605,16.7,82,33,20210607,58.6,20.8,5.6,1.3,20210603,20210603,20210603,1.9,10,15.2,50,50,20210621,20210621,180,191.8,43.71,,,,,,
277,¿µ´ö,2021-07,24.7,29.4,21.1,34.6,17.1,20210730,20210702,26.3,32.6,19.1,20210731,20210702,21.8,86,45,20210731,139.2,38.7,29.7,8,20210707,20210707,20210707,1.7,7.6,12.6,20,20,20210702,20210702,180,213.6,47.9,,,,,,
277,¿µ´ö,2021-08,23.8,27.8,20.8,34,18,20210804,20210831,25.6,34.8,17.8,20210802,20210828,21.4,88,35,20210828,456.7,110,75.5,19.2,20210801,20210801,20210801,2,9.8,16,50,20,20210809,20210809,180,128.8,30.71,,,,,,
277,¿µ´ö,2021-09,20.6,24.9,17.2,28.7,14.7,20210929,20210927,20.4,27.7,14.1,20210907,20210923,17.7,85,44,20210911,159.5,45.2,22.2,6,20210901,20210929,20210929,2.2,8.7,15.3,50,50,20210917,20210917,50,130.2,34.93,,,,,,
277,¿µ´ö,2021-10,15.4,21.1,11.1,29.5,3.2,20211010,20211018,14.3,25,4.6,20211009,20211018,11.3,79,21,20211026,148.1,46.5,24,8.2,20211009,20211009,20211009,2.1,9.9,16.8,20,50,20211022,20211022,180,172.8,49.5,,,,,,
277,¿µ´ö,2021-11,9.9,15.5,5.3,20.2,-.5,20211106,20211128,7.5,16.2,2.6,20211108,20211123,2,60,15,20211129,35.2,20.4,,,20211108,,,2.5,9.4,17.8,290,270,20211112,20211130,270,203.4,66.12,,,,,,
277,¿µ´ö,2021-12,3.7,8.8,-1.2,16.4,-11.9,20211210,20211226,4.6,9.7,.7,20211207,20211225,-6,52,14,20211231,0,0,,,20211229,,,3.3,15.2,25.5,290,290,20211217,20211217,290,193.8,64.21,,,,,,
277,¿µ´ö,2022-01,1.2,6.5,-3.1,11.4,-9.2,20220110,20220112,3.2,8,1,20220123,20220101,-10,47,11,20220101,3.3,2,,,20220124,,,2.9,12.2,20,290,290,20220113,20220113,290,219.7,70.94,,,,,,
277,¿µ´ö,2022-02,1.3,6.9,-3.6,14.9,-9.8,20220228,20220217,3.1,9.4,1,20220213,20220220,-10.5,44,11,20220224,4.4,3.9,,,20220213,,,3.5,10.7,21.8,270,290,20220216,20220216,290,231.1,75.99,,,,,,
277,¿µ´ö,2022-03,8.3,14.2,2.8,21.8,-2.9,20220330,20220307,6.8,16.5,1.3,20220326,20220305,.3,63,11,20220310,79.6,25.5,,,20220313,,,2.8,12.1,22.6,270,270,20220305,20220305,180,203.4,54.82,,,,,,
277,¿µ´ö,2022-04,14.2,20.3,7.9,29.9,-.7,20220410,20220402,9.1,19.6,2.5,20220426,20220405,4.8,59,11,20220405,35.6,16.3,4,.9,20220426,20220429,20220429,3,10.8,16.1,50,20,20220413,20220413,180,252.5,64.09,,,,,,
277,¿µ´ö,2022-05,18.4,25.1,11.8,31.8,4.1,20220525,20220503,10.8,17.6,4.2,20220525,20220514,7.6,54,18,20220529,5.4,4.6,4.1,2.2,20220521,20220521,20220521,2.6,9.9,17.1,50,270,20220522,20220527,180,297.8,68.05,,,,,,
277,¿µ´ö,2022-06,22,27.2,17.6,36.6,9.8,20220622,20220607,19.5,33.6,7.9,20220630,20220602,16.6,75,17,20220602,54,14.4,4.4,2.2,20220606,20220605,20220606,2.4,9.6,16.8,20,20,20220603,20220606,180,209.9,47.85,,,,,,
277,¿µ´ö,2022-07,24.7,29.6,21.5,36.4,19.6,20220708,20220715,25.6,32.1,20,20220729,20220720,21.4,84,42,20220720,115.6,28.4,16.3,7.3,20220713,20220713,20220713,1.7,7.3,11.1,50,50,20220712,20220712,180,143.6,32.2,,,,,,
277,¿µ´ö,2022-08,24.7,29.3,21.1,36.3,13,20220806,20220828,25.3,32.1,13.7,20220814,20220828,21.1,82,41,20220826,124.7,42,11.5,2.7,20220831,20220830,20220820,1.7,8.5,12.9,20,20,20220827,20220827,180,140.1,33.4,,,,,,
277,¿µ´ö,2022-09,20,24.9,16,30.2,10.5,20220917,20220921,19.2,30.6,9.4,20220905,20220923,16.5,82,33,20220930,141.5,47.8,13.5,3.7,20220902,20220902,20220902,2.8,15.8,27.4,20,50,20220906,20220906,180,147.6,39.58,,,,,,
277,¿µ´ö,2022-10,14.4,20,9.9,29.4,5.1,20221001,20221019,12.1,25.6,4.5,20221003,20221017,9.1,74,21,20221020,62.8,26.7,12.2,3.7,20221004,20221006,20221006,2.3,10.7,20.5,270,270,20221011,20221010,180,176.1,50.42,,,,,,
277,¿µ´ö,2022-11,11.4,17.5,6.1,22.6,-2.8,20221112,20221130,8.5,19.5,1.5,20221113,20221130,3.5,62,19,20221105,172.2,108.4,,,20221122,,,2.5,9.6,15.9,290,290,20221130,20221130,180,192.3,62.46,,,,,,
277,¿µ´ö,2022-12,.7,5.3,-3.4,12.3,-9.7,20221210,20221224,3.3,8.4,1.1,20221212,20221223,-9.6,48,19,20221205,3.1,3,,,20221221,,,3.4,14.9,25.6,290,290,20221223,20221223,290,195.6,64.81,,,,,,
277,¿µ´ö,2023-01,1.5,6.6,-3,18.2,-14.3,20230112,20230125,3.5,15.4,.6,20230113,20230124,-9.6,47,12,20230112,22.9,10.4,,,20230113,,,3.3,12.6,22.1,290,290,20230124,20230125,290,216.2,69.81,,,,,,
277,¿µ´ö,2023-02,4.2,9.7,-.8,17.2,-4.8,20230227,20230222,4.6,8.7,1.3,20230210,20230220,-4.7,57,9,20230228,45.3,14.2,,,20230210,,,2.7,11.3,17.8,50,320,20230214,20230219,180,175.6,57.78,,,,,,
277,¿µ´ö,2023-03,10.2,16.6,4.3,24.3,-1,20230330,20230313,7.1,15.2,1.7,20230323,20230313,.9,58,11,20230306,30.6,25.3,,,20230323,,,2.5,9.5,16,320,290,20230312,20230313,180,225.2,60.73,,,,,,
277,¿µ´ö,2023-04,13.3,19.2,7.4,28.4,4,20230420,20230417,9.7,18.2,1.9,20230429,20230412,5.6,66,10,20230412,37.3,25.2,6.1,2,20230405,20230405,20230405,2.6,10.6,18.1,270,270,20230430,20230430,180,198.8,54.02,,,,,,
277,¿µ´ö,2023-05,17.2,22.4,11.6,33.2,5.1,20230517,20230508,13.4,23.5,5.1,20230528,20230508,10.7,70,14,20230517,115.5,33.9,9.1,2,20230506,20230506,20230505,2.4,10.1,18.2,20,20,20230506,20230506,180,240.2,54.92,,,,,,
277,¿µ´ö,2023-06,21.7,26.8,17.5,33.5,10.6,20230617,20230601,19.4,31.1,9.5,20230629,20230604,16.8,76,23,20230604,113.4,24.3,9.3,4.2,20230626,20230626,20230627,2.1,8.1,12.8,20,70,20230618,20230618,180,251,57.21,,,,,,
277,¿µ´ö,2023-07,24.8,29.2,21.4,33.5,17.2,20230727,20230707,26.2,34.2,17.2,20230710,20230706,21.7,85,43,20230706,260.3,95,19.7,8.2,20230718,20230718,20230709,1.6,6.7,16.1,50,250,20230719,20230705,180,162.7,36.47,,,,,,
277,¿µ´ö,2023-08,25.3,29.2,22.2,35.3,19.5,20230804,20230816,27.2,33.6,20.2,20230822,20230828,22.4,85,48,20230803,216.6,156.7,30.9,7.7,20230810,20230810,20230810,2.3,11.1,19,50,20,20230810,20230810,50,216.7,51.63,,,,,,
277,¿µ´ö,2023-09,21.9,25.6,18.8,29.4,14.5,20230912,20230922,22,29.8,13.5,20230918,20230924,18.8,84,47,20230919,232.6,115.3,19.8,4.6,20230920,20230920,20230920,2.2,9.2,16.8,20,20,20230921,20230921,20,157.1,42.11,,,,,,
277,¿µ´ö,2023-10,15.3,21,10.3,24.2,3.2,20231018,20231022,11.7,18.8,4.6,20231003,20231021,9,69,26,20231031,9.9,3.5,2.8,2.3,20231020,20231026,20231026,2.2,8.4,15.4,290,290,20231015,20231020,180,234.8,67.16,,,,,,
277,¿µ´ö,2023-11,9.6,14.7,4.7,27,-3.3,20231102,20231130,7,21.2,1.5,20231106,20231124,-.4,53,12,20231123,9.1,5.5,,,20231104,,,2.8,10.8,21.2,290,270,20231118,20231106,290,201,65.26,,,,,,
277,¿µ´ö,2023-12,3.7,8.3,-.7,19.8,-9.9,20231209,20231222,5.1,14.1,1.1,20231211,20231222,-4.9,57,19,20231204,135.2,56.6,,,20231211,,,3.1,11.4,20.9,20,320,20231212,20231216,290,183.3,60.74,,,,,,
277,¿µ´ö,2024-01,2.4,6.6,-1.9,14,-11.3,20240131,20240124,4.3,10.3,1.3,20240118,20240124,-6.2,55,16,20240108,20.6,17.8,,,20240120,,,3.2,10.7,18.4,290,290,20240124,20240123,290,191.8,61.99,,,,,,
277,¿µ´ö,2024-02,4.7,8.9,.9,20.3,-2.1,20240214,20240228,6.3,17.8,2.3,20240219,20240209,-.2,74,18,20240218,117.7,27.2,,,20240205,,,3.2,12.2,19.8,50,50,20240215,20240215,20,105.1,33.38,,,,,,
277,¿µ´ö,2024-03,7.1,12,1.9,21.4,-6.4,20240329,20240302,6.2,12.4,1.5,20240328,20240301,-.8,61,16,20240330,55.4,23.3,,,20240328,,,3.2,11.6,21.8,50,270,20240317,20240329,180,205.9,55.39,,,,,,
277,¿µ´ö,2024-04,14.2,19.6,9.3,27.9,1.5,20240419,20240410,10.9,16.9,4,20240415,20240401,7.9,69,18,20240401,66.6,16.7,7.7,4.3,20240403,20240415,20240424,3.2,12.6,20.9,20,20,20240409,20240409,180,195.3,49.52,,,,,,
277,¿µ´ö,2024-05,17.3,23.6,10.9,32.1,4.5,20240523,20240502,12.6,23.1,6.1,20240527,20240513,10.1,67,23,20240518,87.4,36.8,23.1,6.1,20240515,20240515,20240515,3,12.2,17.5,50,290,20240528,20240516,180,289.4,66.07,,,,,,
277,¿µ´ö,2024-06,22.1,28,17.1,34.3,9.8,20240619,20240605,18.6,30.9,11.2,20240630,20240605,16.1,72,26,20240618,71.9,22.7,7.3,6.6,20240622,20240629,20240624,2.1,7.4,13,50,270,20240603,20240616,180,262.2,59.75,,,,,,
277,¿µ´ö,2024-07,26.2,30.1,23.1,35,18.4,20240731,20240713,26.6,32.2,20.5,20240724,20240706,22,80,44,20240731,121.6,44.1,13.6,5.1,20240710,20240714,20240714,2.2,10.5,20.1,270,290,20240705,20240705,180,178.8,41.46,,,,,,
277,¿µ´ö,2024-08,27.1,32.9,23.1,36.2,20.2,20240803,20240831,28.1,34.4,22.5,20240820,20240823,23,80,40,20240823,28.9,15.5,9.2,4.5,20240829,20240829,20240829,2.3,9.7,15.5,50,50,20240831,20240829,180,262.4,62.61,,,,,,
277,¿µ´ö,2024-09,23.2,28.2,19.6,34.6,12.8,20240905,20240924,24.3,33,13.1,20240919,20240923,20.4,86,40,20240905,128.8,64.5,10.1,3.7,20240921,20240921,20240921,2.4,9.5,16.6,50,50,20240922,20240922,20,149.6,40.2,,,,,,
277,¿µ´ö,2024-10,16.3,21.2,12.4,26.6,7.8,20241001,20241025,15,24.3,8.2,20241018,20241002,12.7,81,31,20241002,119.2,34.8,21.4,5.7,20241022,20241008,20241008,2.4,12.4,22.4,270,250,20241023,20241023,180,137.2,39.33,,,,,,
277,¿µ´ö,2024-11,10.8,15.8,6.5,21.8,.7,20241116,20241129,9.7,18.4,3.6,20241102,20241129,5.6,72,25,20241106,30.3,10.2,,,20241102,,,2.4,10.5,20.2,270,270,20241128,20241126,180,146.4,47.64,,,,,,
277,¿µ´ö,2024-12,3.3,7.9,-1.1,18.2,-4.9,20241202,20241227,3.6,9,1.4,20241202,20241228,-7.9,46,15,20241231,0,0,,,20241221,,,3.2,10.8,19.7,290,320,20241204,20241228,290,216.2,71.68,,,,,,
277,¿µ´ö,2025-01,1.6,6.3,-2.6,11.8,-11,20250123,20250110,3.6,7.8,.9,20250127,20250109,-8.5,50,13,20250118,11.8,5.4,,,20250126,,,3.1,11.8,21.6,270,290,20250129,20250128,270,209.7,67.69,,,,,,
277,¿µ´ö,2025-02,1.2,6.8,-3.9,18.2,-11.3,20250228,20250208,2.8,8.3,.9,20250212,20250207,-11.8,41,8,20250227,1.2,1.1,,,20250212,,,3.6,12.1,19.5,270,290,20250213,20250205,290,239.4,78.67,,,,,,
277,¿µ´ö,2025-03,8.1,13.4,2.8,26.5,-2.3,20250325,20250319,6.2,12.6,1.4,20250326,20250329,-.6,60,13,20250313,56.7,17.2,,,20250303,,,3.4,14,25.4,270,290,20250325,20250325,50,192.4,51.82,,,,,,
277,¿µ´ö,2025-04,13,19.5,6.5,29.2,.4,20250418,20250402,8.7,17.9,3.3,20250422,20250426,4.1,61,13,20250427,41.8,13.3,6.6,2,20250422,20250413,20250413,2.8,11.5,18.9,50,290,20250428,20250424,180,254.4,64.5,,,,,,
277,¿µ´ö,2025-05,16.4,22,11,32.9,5.2,20250520,20250507,13.1,24.6,4.8,20250521,20250504,10.5,71,19,20250504,135.9,37.5,16.1,3.8,20250517,20250517,20250501,2.5,9.1,18.2,270,290,20250510,20250510,180,233.6,53.36,,,,,,
277,¿µ´ö,2025-06,23.1,28.5,18.3,34.5,10.2,20250629,20250601,19.7,31.3,7,20250616,20250603,16.8,71,21,20250604,150.2,79.5,12.5,4.5,20250614,20250614,20250621,1.9,7.9,15.5,290,270,20250604,20250604,180,224.7,51.22,,,,,,
277,¿µ´ö,2025-07,26.3,31.3,22.2,35.2,16.9,20250706,20250713,25.7,33,14.5,20250731,20250709,21.4,77,31,20250709,120,43,20.5,6.5,20250714,20250713,20250713,2.2,8.8,14.3,50,70,20250710,20250710,180,292.4,65.6,,,,,,
277,¿µ´ö,2025-08,27.3,33.1,22.8,37.6,19.3,20250825,20250811,26.7,33.6,21,20250804,20250811,22.1,75,38,20250823,42.4,19.6,6.9,4.1,20250804,20250806,20250806,1.8,7.8,15.4,270,270,20250807,20250807,180,255.2,60.86,,,,,,
277,¿µ´ö,2025-09,22.5,27.4,18.8,36.3,14,20250906,20250930,22.1,29.8,14.7,20250913,20250908,18.9,82,39,20250906,115.8,31,20.3,9.3,20250920,20250920,20250920,2,8.8,13.8,20,20,20250911,20250911,20,131.8,35.38,,,,,,
277,¿µ´ö,2025-10,16.1,19.7,13.3,27,2.7,20251011,20251027,16.2,24.4,3.6,20251004,20251027,13.4,86,22,20251028,385.1,70.2,19.6,8.5,20251024,20251024,20251024,1.9,7.7,14.2,290,70,20251027,20251022,20,83.3,23.88,,,,,,
277,¿µ´ö,2025-11,10.1,15.7,5,20.1,-1,20251116,20251118,7.1,14.9,1.9,20251108,20251117,1.1,57,14,20251117,7.4,6.6,,,20251109,,,2.4,10.4,18.6,270,290,20251128,20251102,290,194.9,70.49,,,,,,
277,¿µ´ö,2025-12,4.2,9.1,-.5,18.5,-8.4,20251220,20251226,4.6,11.6,.9,20251220,20251231,-5.6,52,13,20251231,9.5,4.7,,,20251213,,,3,12.9,21.4,290,270,20251225,20251225,290,196.5,65.11,,,,,,
278,ÀÇ¼º,2016-01,-3.3,4.1,-9.8,15.3,-19.3,20160103,20160124,3,7.4,.5,20160130,20160123,-11.1,61,10,20160111,5.3,4,,,20160129,,,1.3,8.5,15.2,270,290,20160119,20160118,290,149.2,48.13,,,,,,
278,ÀÇ¼º,2016-02,.1,8.1,-7,18.9,-14.2,20160213,20160203,3.5,17.4,.8,20160213,20160207,-9.6,55,7,20160210,17.3,10,,,20160212,,,1.5,7.4,12.8,340,320,20160229,20160229,290,190.4,60.39,,,,,,
278,ÀÇ¼º,2016-03,6.3,14.9,-1.4,22.3,-11.3,20160330,20160301,5.2,15.3,1.1,20160305,20160310,-3.7,58,4,20160317,52.6,38,,,20160305,,,1.2,5.2,10.7,320,340,20160310,20160301,360,209.4,56.32,,,,,,
278,ÀÇ¼º,2016-04,13.4,21.8,5.7,28.5,-.9,20160426,20160401,9.5,19.1,3.8,20160417,20160419,5.5,67,14,20160406,147.1,32,7.5,3.5,20160407,20160407,20160417,1.5,9,14.5,290,270,20160417,20160417,360,212.2,53.82,,,,,,
278,ÀÇ¼º,2016-05,18.3,27.3,9.5,32.2,3.6,20160518,20160517,12.3,23.1,4.2,20160524,20160504,9.4,64,11,20160519,63,16.5,5,3.5,20160510,20160524,20160503,1.6,9.2,16.2,270,270,20160504,20160503,360,288.4,65.9,,,,,,
278,ÀÇ¼º,2016-06,22.7,29.3,16.4,34.1,7.5,20160618,20160602,19,30,8.3,20160611,20160602,16.3,73,19,20160618,42.8,20,8,8,20160624,20160630,20160630,1.3,6.6,12.8,250,250,20160630,20160630,270,203,46.37,,,,,,
